Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
46,1,2,1,2,51788,1642,1,44188,26503,0,9,5
27,0,3,0,1,52478,2868,1,3771,17928,0,7,20
46,1,0,0,2,61495,1387,1,5932,9658,0,3,13
42,0,1,1,1,134664,3018,1,15773,8343,0,6,6
45,0,3,2,0,50605,1663,2,32654,2017,0,1,9
35,1,3,0,0,20415,953,2,13339,16947,0,3,11
48,0,3,0,0,56925,4008,2,41564,2518,0,2,11
23,1,2,1,1,30145,4801,2,5353,889,1,6,28
44,1,3,0,1,75994,678,1,11346,27816,0,0,23
31,1,1,0,1,25029,1115,1,21737,4382,0,1,15
31,0,0,1,1,110814,3448,0,38726,13173,0,2,13
28,1,2,2,0,58009,2497,0,45669,12850,0,1,11
45,1,3,0,0,138344,2330,0,20394,24742,1,3,8
22,0,2,0,2,25412,2315,0,1021,15042,1,6,9
37,0,2,0,0,52631,4743,0,11855,22540,0,7,17
37,1,3,0,0,146340,4592,1,38801,27927,1,2,15
44,1,3,1,0,58267,3714,2,19598,14086,0,3,21
25,1,0,2,0,69568,1953,2,27372,28142,0,5,28
26,0,1,0,0,129880,504,2,3250,26443,1,6,7
42,1,3,2,0,73330,3288,0,44013,14854,1,2,28
28,1,3,1,0,129823,3926,1,39545,15473,0,3,27
38,1,1,2,0,54118,4996,2,40680,24258,0,7,25
29,1,2,2,0,58758,1342,2,31320,12595,0,6,21
43,0,2,1,1,34915,3513,0,45480,4887,0,9,6
40,0,3,1,0,136454,1978,1,21949,15594,0,7,12
44,1,3,2,0,127821,837,1,35505,15401,0,3,13
52,0,0,0,1,28216,556,1,21968,11383,0,1,17
37,1,1,2,0,27612,1887,2,39759,26270,0,1,24
38,1,3,1,0,113869,4236,2,8319,1324,0,8,29
29,0,2,1,1,115625,3546,0,2209,10180,1,2,25
36,0,2,1,0,62616,1191,0,7996,17192,0,2,7
37,0,2,0,0,130634,3052,2,23512,17012,0,9,28
40,1,3,1,0,63021,3241,0,30445,23418,1,5,19
40,0,3,0,0,146200,3114,2,35160,25963,0,4,9
43,0,1,0,1,89748,2936,1,49944,5548,0,4,15
46,1,1,0,0,107662,3029,2,43919,11372,0,2,10
21,1,2,1,0,62190,4407,1,13780,7105,0,7,29
30,0,3,0,0,52251,2187,2,13108,16715,1,1,21
42,1,1,0,0,134507,3435,0,33248,24968,1,7,17
37,1,2,0,0,135230,3174,2,40156,4991,0,8,11
36,0,3,0,1,87709,4117,0,5361,25703,1,3,9
36,0,2,1,1,67327,3113,1,32886,16264,0,6,16
41,1,1,0,2,127341,1263,2,39126,21237,0,0,15
34,1,2,0,0,109905,3890,0,14995,1345,0,6,27
24,0,1,1,1,33158,2168,0,1155,3118,0,2,27
38,1,2,0,0,39095,1789,1,6254,1842,0,8,9
63,0,1,0,0,28116,2209,0,47489,5778,0,4,19
56,1,3,1,0,27050,3813,2,39989,21738,0,6,14
45,0,0,2,0,147799,1020,2,39395,18734,1,1,27
25,1,0,1,0,106438,4778,0,3207,25026,1,5,17
31,0,3,1,0,22894,2863,0,23463,16677,0,6,22
20,0,1,0,2,30042,4839,2,23103,23656,0,6,5
33,1,3,1,1,87916,859,1,13916,5612,0,7,14
35,0,2,0,1,136723,4041,2,36543,3180,0,0,19
47,1,0,0,1,103559,3010,1,38249,25595,1,5,23
47,0,3,2,1,63112,3115,2,33089,9119,0,9,12
64,1,2,0,0,64942,1166,1,4791,22758,0,5,24
47,1,3,0,1,64199,4988,1,530,4019,0,6,13
29,0,1,0,1,87390,4217,0,10922,3720,0,9,16
43,1,2,0,0,98072,1307,0,19520,13861,1,3,29
43,0,3,2,2,53750,3043,2,48294,10977,0,0,16
21,1,1,2,1,30429,1869,0,38641,17258,0,3,28
69,0,2,0,1,59328,2314,2,47483,9553,0,5,25
37,0,3,2,0,72911,4049,2,2118,4500,0,4,13
30,0,2,0,0,75847,2230,1,26735,20034,0,4,15
46,0,3,2,1,108868,2155,2,16292,12277,0,9,6
31,1,2,2,1,121665,623,2,35257,3457,0,2,10
33,1,3,0,2,64806,4036,2,42239,11585,0,1,26
25,0,0,2,1,20190,1680,1,42121,9074,0,1,29
42,1,1,2,1,32639,3276,1,8356,28553,0,4,15
41,1,3,1,1,44654,3610,1,33007,19903,0,4,21
33,1,3,1,0,94938,718,1,48638,2388,0,4,26
58,0,0,0,2,62942,791,1,12114,14578,0,7,28
68,1,2,0,1,37516,1466,2,8794,20178,0,0,5
68,0,3,1,0,28804,1591,2,46579,6169,1,5,17
45,1,0,0,0,94225,1012,2,31940,13534,0,0,5
35,1,2,2,2,89565,2172,2,8150,8622,0,7,26
40,1,1,2,0,135023,1177,2,28021,24408,0,7,20
58,1,2,2,0,64821,1339,0,42219,24034,1,9,17
39,0,1,0,0,127135,1593,1,46692,15296,1,5,15
35,0,0,2,1,59015,4461,0,28454,5382,1,1,15
32,0,0,0,1,53880,4536,1,2293,15640,0,4,17
27,1,0,2,1,70273,3926,0,48174,12514,0,3,11
38,1,2,2,0,115174,711,0,44984,10032,0,1,15
30,0,2,1,0,51928,3047,2,37702,6771,0,3,18
29,0,2,0,0,61253,3709,1,25654,17501,0,6,29
35,0,3,2,0,139731,1953,2,16847,13494,0,1,7
45,0,0,0,0,62914,803,1,20790,15527,1,8,24
34,1,1,0,1,116381,1044,2,46577,26700,0,0,10
69,1,1,0,1,34415,1227,0,6961,15952,0,2,10
35,0,1,0,2,92085,2463,2,12590,11891,0,9,29
30,1,1,2,0,136426,4234,2,47072,21116,0,9,8
57,1,3,1,0,52649,3829,0,6989,532,0,6,17
48,0,1,0,0,50576,4610,1,11096,492,0,3,20
38,0,2,0,0,128458,4350,0,3165,4584,0,9,23
37,1,0,0,0,75988,4759,0,16683,5261,0,1,6
52,1,3,0,0,29242,1077,0,18606,17610,0,6,28
30,1,2,0,1,74022,4740,0,27538,15535,0,4,26
66,1,1,2,1,68854,3400,0,46210,18198,1,5,5
25,0,2,0,0,70297,990,1,21248,5399,0,1,25
35,1,3,1,0,142510,766,0,34074,15591,0,7,17
25,1,2,1,1,141589,2941,0,23025,8266,1,6,14
49,1,0,1,0,102116,4163,0,13257,10359,1,8,5
38,0,0,1,0,119620,1258,2,24998,2348,0,6,14
33,0,1,1,0,111346,3243,0,9613,16721,0,0,23
34,0,3,1,1,63368,4346,1,34638,5341,1,4,12
29,0,1,2,0,48254,2415,2,20906,10031,0,4,10
45,0,1,0,0,110079,3634,2,5643,24946,0,8,27
47,1,1,2,0,61410,4123,0,30611,7766,0,5,21
53,1,0,0,0,21703,4978,0,43302,14526,0,2,27
42,0,2,0,1,109483,869,2,9111,26975,0,6,18
35,0,2,0,2,110155,3806,2,13874,333,0,2,20
39,1,3,0,1,29575,3762,2,10226,19074,0,6,25
33,0,3,0,0,66692,841,0,7637,22215,1,4,27
42,0,0,1,2,69627,3824,1,43267,9079,0,4,20
24,1,2,2,0,28337,2058,2,30712,11861,0,8,7
44,1,3,1,0,147344,4706,2,36732,29043,0,4,5
28,1,3,2,0,107615,4439,0,33950,23573,0,6,8
26,1,3,0,1,107519,4021,2,29547,29361,0,2,11
26,1,1,0,1,69826,1695,1,10083,4965,0,7,26
36,0,3,2,0,69967,1002,2,1807,2258,1,5,9
43,1,1,0,0,132891,4618,0,34223,22968,0,9,19
46,1,0,0,0,65694,2106,0,31302,18685,0,2,11
33,0,0,0,2,61314,4103,0,21336,24323,1,8,6
48,0,1,2,0,108316,2889,0,8494,28524,0,3,11
49,1,3,0,0,126000,2244,0,47754,28320,1,8,8
47,0,0,1,0,136664,4665,2,8541,28168,0,6,17
49,1,3,1,0,94697,1517,0,49235,7392,0,4,28
34,0,0,1,2,130136,2648,0,37968,13451,0,4,25
33,0,1,0,0,89772,4342,2,2893,4626,1,2,11
29,0,0,0,1,84451,739,1,35727,4194,0,9,10
47,1,0,1,0,69163,650,2,23731,3564,0,8,15
50,0,3,2,1,67805,2129,1,26452,14913,0,0,8
40,1,2,1,0,86038,2495,1,40106,28870,1,8,9
47,1,3,0,0,73882,2693,0,42283,25153,1,1,19
33,0,3,0,0,97766,2244,1,41495,2981,0,7,15
29,1,3,0,0,149285,3354,0,47174,6274,0,1,10
28,0,0,0,1,113246,988,2,697,3293,0,8,6
29,1,2,0,0,79262,945,1,48399,5328,0,4,8
28,1,2,2,2,79966,1155,0,9140,29532,0,1,6
49,1,2,1,1,79962,852,1,47602,22923,1,5,11
38,1,0,0,0,63241,752,1,3749,19504,1,5,23
32,0,0,2,0,126238,2722,2,1564,11721,0,3,7
37,0,1,2,0,83785,2440,0,39300,7429,0,5,10
45,0,3,0,0,136337,896,1,7131,11761,1,2,13
35,0,1,0,0,72100,4590,1,18384,3431,0,6,11
45,0,2,0,1,116884,4459,1,10281,14751,0,2,17
45,1,1,0,1,127475,3881,0,49041,22048,0,8,11
47,0,3,0,1,56622,1661,2,42611,15232,0,4,29
45,0,1,1,0,68398,1267,0,1588,10105,1,0,16
38,1,1,1,0,122797,2201,2,21411,5011,0,9,10
34,1,2,1,0,99628,1783,2,23879,24544,0,0,6
24,0,1,1,2,61730,4241,1,14891,28661,1,5,27
68,1,3,0,1,43651,4489,0,32471,18340,0,6,12
41,1,0,0,0,124494,1796,0,29124,2511,0,1,13
48,0,2,2,0,78972,710,0,33475,17980,0,2,13
43,1,3,0,1,31641,1775,0,44344,3763,0,7,21
53,1,2,0,1,67386,3083,2,4624,19085,0,8,18
44,0,2,0,0,88436,3792,2,21987,25478,0,5,24
49,1,1,2,1,93904,2612,0,48035,14360,0,2,16
38,1,0,2,2,68046,2513,2,29753,3737,0,1,15
47,0,2,0,0,148385,1716,2,25062,2915,1,7,29
36,1,2,1,0,70505,3984,0,6160,17587,0,0,18
35,1,3,0,0,103019,1328,0,11148,20064,0,3,14
47,1,1,0,1,84993,1951,0,39670,14766,0,8,19
41,1,0,2,0,23227,1309,1,21170,28491,0,7,10
25,1,3,0,1,84929,784,2,14596,1174,0,0,23
33,0,2,2,0,138399,945,2,5877,22847,0,5,16
44,0,2,1,0,29573,4174,1,12374,24978,1,9,5
18,1,0,0,0,24114,1158,2,37127,5246,0,9,24
34,1,1,1,1,144556,4997,2,42127,25441,0,6,24
35,1,0,2,1,79101,2924,2,9213,6716,0,6,14
29,1,1,1,1,137976,2997,2,44667,28841,0,8,28
33,1,3,0,0,97208,923,0,38421,8059,1,1,12
27,0,2,0,0,122676,1182,1,39244,23586,0,0,23
26,0,2,0,1,99950,671,1,20,6591,0,6,27
42,1,2,0,2,129441,2718,0,17288,13043,0,0,14
38,0,2,0,1,110791,562,1,19686,4874,0,2,17
47,0,0,2,1,148313,4813,1,16649,17898,0,7,7
29,0,2,0,0,142358,1083,1,22914,746,0,4,6
48,1,2,2,0,125165,2000,2,27814,7905,0,6,6
38,0,3,1,1,145565,4621,1,30772,12622,0,6,8
29,1,3,0,0,129460,1831,0,41615,11945,0,5,19
19,0,1,1,0,44856,3260,2,13027,10427,1,9,21
31,0,2,0,1,55183,792,0,45301,13205,0,8,23
47,0,1,0,0,81637,4442,2,25209,13242,0,3,24
48,0,2,0,0,42215,4042,0,6822,17540,0,2,14
42,0,0,1,1,86545,507,1,7046,18401,0,8,25
40,1,2,2,0,116694,2472,0,11681,17352,0,1,14
46,0,1,0,2,88706,2690,1,41397,5194,0,7,10
29,1,2,2,0,110506,3308,1,11830,5050,0,1,19
69,1,0,0,1,28115,1888,1,6974,29253,0,3,6
36,1,3,0,0,66037,2730,0,48147,10283,0,7,5
37,0,1,1,0,142193,2580,0,24120,19763,0,6,17
32,0,0,2,1,132087,2569,0,25912,8195,0,4,9
38,0,0,2,1,86820,4507,1,30228,28040,1,2,20
48,0,0,1,0,74291,2155,1,48308,14952,0,9,28
29,0,1,0,0,87146,4356,2,28151,25064,0,8,24
28,1,3,2,0,102084,3141,1,2928,18111,0,2,21
26,0,0,1,1,38309,3526,0,1527,6851,0,2,27
39,1,1,2,0,110548,4290,1,18189,22581,0,6,26
38,0,1,0,0,58683,3409,0,21256,178,0,4,28
29,1,2,1,0,84093,4081,0,46708,21226,0,4,27
39,1,1,0,0,124906,1744,1,19605,6473,0,1,13
28,1,0,0,2,145798,2927,2,42306,9396,0,0,17
42,0,1,0,1,50191,4374,0,35732,18238,0,7,10
46,0,2,0,2,73358,3672,2,12666,28572,0,4,27
29,0,0,1,1,52072,4185,1,37135,17386,0,0,5
46,0,3,0,0,146479,4012,1,37360,22671,1,9,20
34,1,2,0,0,30965,2799,2,43451,937,1,1,5
46,0,1,0,2,129967,4589,1,46736,18891,0,0,15
45,0,0,1,2,87490,4416,0,38329,20798,0,4,21
38,1,0,0,1,96248,4368,1,37996,15844,0,6,23
40,0,0,0,1,67715,2615,0,3143,7326,0,2,15
41,1,1,1,1,51570,588,0,1146,17228,0,7,25
43,0,1,0,0,52286,4095,0,30456,20198,0,7,20
30,1,1,2,0,62446,2947,1,41076,11850,0,7,13
62,1,2,0,1,26660,3054,1,2694,845,0,8,26
62,1,2,1,0,22216,1440,0,30895,11859,1,3,8
26,0,2,2,2,100960,4395,0,12124,7278,0,0,17
39,0,3,1,0,56274,2372,1,6435,18776,0,6,19
46,0,2,1,2,68945,4531,0,36073,13598,0,3,15
50,1,2,1,0,66973,2874,1,9515,21116,0,5,26
39,1,2,1,0,118473,3788,0,48163,21037,0,1,19
40,0,0,1,0,109081,2580,0,31844,4780,1,8,19
35,1,0,0,2,143435,3199,0,9094,2320,0,9,15
47,0,2,0,2,43258,932,1,36753,4288,1,2,7
27,1,0,0,0,102097,2746,0,3555,17215,0,9,17
44,1,0,1,0,66900,3431,0,29212,6894,0,1,22
46,1,3,2,0,116832,3245,0,33289,13446,0,3,26
45,1,3,0,1,93748,1692,0,45900,14366,1,0,10
38,1,0,0,0,140941,2532,1,28278,10182,0,2,24
45,0,2,0,2,106278,2123,1,26791,17767,0,5,11
29,0,0,0,1,74820,4270,0,43863,26971,0,1,15
41,1,1,0,0,70644,3556,2,8811,6532,0,5,28
48,0,1,1,0,91187,2689,1,36516,4623,0,7,10
26,1,3,0,2,58614,1417,2,10911,29078,1,6,9
46,0,3,0,0,76658,746,2,33660,22937,0,8,9
31,1,3,0,0,127311,4767,1,5106,3393,0,7,6
34,0,0,0,1,112248,563,0,29960,22890,1,5,6
34,1,1,2,0,54828,4864,2,30696,10926,0,2,22
44,1,1,0,0,132512,4248,0,40624,215,0,3,23
32,0,3,0,0,148709,2678,2,25841,29446,0,3,19
18,1,1,1,1,45548,3367,1,46288,6005,0,2,27
40,0,3,0,0,119866,2106,1,34454,9109,0,0,7
58,1,2,1,0,60913,1101,2,33448,9187,0,9,21
40,0,0,2,1,66386,2827,2,11762,14327,0,9,13
44,1,2,1,0,76215,1541,2,28619,15062,0,5,13
43,0,0,0,0,37405,4752,0,35601,28487,0,4,22
39,1,2,0,1,64191,1121,0,43913,17303,0,3,16
33,0,1,0,1,135297,1958,2,37687,5581,0,3,6
36,0,3,1,1,111961,1062,0,25136,7196,0,0,9
26,0,3,0,0,91500,1963,0,39047,29542,0,1,16
27,0,0,0,1,44574,2898,2,4448,22816,0,6,28
44,0,3,2,1,42507,4610,1,42819,10843,0,2,20
38,1,3,0,1,53321,2324,2,45686,15545,0,2,6
47,1,1,0,1,52016,1711,2,11072,23949,0,4,17
33,1,3,1,0,63136,720,2,36354,19530,1,8,17
54,1,2,0,0,54628,1835,1,33059,23151,0,7,24
37,1,3,2,0,137244,3428,1,45864,22713,1,8,12
46,1,2,0,0,99870,966,1,42686,2938,0,8,12
56,1,2,2,1,58884,2423,1,39516,25323,0,4,8
33,0,3,1,0,142540,3669,0,36380,9828,0,8,8
39,0,0,1,0,55416,2588,2,12478,14150,0,1,28
41,1,3,0,0,80577,4464,1,44325,16195,0,0,23
34,0,3,1,2,46375,810,2,42175,22086,0,1,25
41,0,0,1,0,58500,2841,0,42156,18050,0,0,20
29,1,2,0,1,134556,547,0,30726,20875,0,4,23
30,1,0,0,0,73707,2653,1,11681,15712,0,9,6
55,1,2,0,2,64160,3029,0,17736,28338,0,9,11
33,1,2,1,0,118219,4478,2,43254,22774,1,3,29
34,0,0,0,0,71621,2941,1,36338,2275,1,2,24
41,1,3,2,1,64456,4064,2,11842,11104,0,2,22
20,0,2,0,2,63734,3445,1,24016,24250,0,8,28
44,1,1,0,0,55371,1763,1,39550,2313,0,0,17
26,0,3,0,0,60357,4316,1,40794,5117,1,8,23
25,0,0,1,2,116670,711,2,4737,24686,0,7,17
48,0,2,1,1,87617,2085,2,31774,29730,0,0,21
43,1,3,2,0,115938,2705,1,22385,9136,0,2,6
38,1,0,0,0,79651,830,1,17659,24609,0,8,21
57,0,0,2,0,50484,4632,0,11700,6691,0,4,5
42,1,0,2,1,131471,4989,0,1078,26480,0,7,15
30,1,3,0,0,115272,1093,0,3293,21319,0,2,6
19,0,1,1,0,30659,1600,2,5880,25504,0,3,22
31,0,3,1,0,109224,1738,1,11399,11244,0,4,18
30,0,2,2,0,138896,3554,1,40724,3417,0,7,11
60,0,3,0,1,37893,1553,2,8311,28110,0,0,16
47,0,1,0,0,106837,1063,0,44253,312,0,1,20
49,1,0,1,0,67485,3171,0,6975,26216,0,3,17
45,1,2,2,1,31881,4240,1,17921,24120,0,8,29
34,1,0,0,1,139546,4323,0,36543,9920,0,3,8
49,0,1,1,1,125929,1464,2,898,10894,0,2,15
46,1,2,0,0,131323,3472,0,30828,23072,0,0,22
28,0,1,1,0,53121,3867,0,1241,23822,1,7,18
32,1,3,0,0,111655,841,2,12575,11843,0,3,10
37,0,0,0,2,138696,1207,2,7118,1110,0,0,6
55,0,1,0,0,42377,4693,0,43751,18999,0,0,6
27,0,0,1,0,35733,1552,2,42742,12258,0,5,18
42,1,0,0,0,79859,4922,1,39533,5416,0,6,15
39,0,0,0,0,121058,2316,1,14260,5846,0,6,29
29,0,3,0,0,148151,2124,0,41985,10404,0,9,10
28,1,0,1,0,69081,716,0,44501,5911,0,2,18
45,1,0,2,0,149664,2477,2,45737,20716,0,0,5
28,0,2,2,2,50167,1073,2,35970,6607,0,1,21
30,1,0,1,0,34502,3325,1,42088,18710,0,1,29
64,0,1,1,1,30951,4564,1,23997,20700,0,5,17
26,1,3,2,0,82164,2763,1,47719,25816,0,9,27
24,0,1,2,0,33124,1598,1,14466,467,0,0,11
30,1,1,1,1,122363,4966,0,7490,6513,0,4,9
36,0,0,0,0,35615,2258,2,28895,26816,0,3,19
39,1,2,2,0,136120,4370,1,26247,23955,0,1,27
47,0,2,2,2,52117,4751,0,17448,15378,1,7,13
41,1,2,1,1,33298,3711,2,35427,9923,0,9,9
38,0,1,2,2,146398,511,0,11361,25606,0,6,6
40,0,2,2,0,118918,2201,2,1331,10673,1,5,29
69,0,3,1,0,64891,3116,2,437,20044,1,8,29
45,1,3,1,0,59831,3021,2,4289,993,0,9,11
48,0,0,2,0,147546,3203,1,3773,29463,0,0,23
46,1,2,1,2,148454,881,2,41753,25210,0,5,13
45,0,3,2,0,93386,2687,0,23035,9297,1,1,19
48,0,3,1,2,109200,2848,0,33162,24655,0,5,21
46,1,0,1,0,78752,2327,0,23399,2608,0,8,8
34,1,3,2,1,76841,2564,0,30714,28964,0,2,19
23,0,3,2,2,54945,1549,2,4535,11331,0,6,14
39,0,3,1,1,137915,4158,1,9810,7405,1,9,12
28,0,2,0,0,124831,531,0,29670,17337,1,2,26
26,1,3,2,0,98921,2903,0,42611,27980,0,5,28
68,1,0,2,0,40227,4103,2,22653,22552,0,2,12
31,1,2,0,1,100757,3254,1,17065,28522,0,3,10
35,0,0,0,2,60811,3619,2,48659,5870,1,5,15
46,1,1,0,0,55985,2072,2,39563,24593,0,6,10
39,0,0,0,1,91899,2753,0,39165,2098,0,3,28
46,1,0,0,0,89278,3502,1,9142,21291,0,0,5
33,1,0,0,0,49264,2914,0,636,18490,0,9,21
49,1,1,0,1,53416,3182,1,1056,1643,0,8,21
49,0,3,0,0,124864,3797,2,117,2969,0,6,21
29,0,1,0,0,76416,2667,2,1744,15900,0,0,29
58,1,2,2,0,27281,742,0,26170,14621,0,3,7
50,0,3,2,0,65134,3857,1,34692,13403,0,1,18
37,0,2,1,0,106708,551,2,25082,19364,0,3,12
27,1,2,2,1,122337,3045,1,29882,13770,0,8,8
29,1,3,0,0,105755,1145,0,49538,20003,0,2,5
47,0,3,0,0,89347,3443,1,24119,8790,0,3,17
63,0,0,0,1,21655,4292,1,12565,16296,0,7,10
54,1,2,1,0,41678,1687,0,10459,16216,0,1,14
49,1,2,0,0,42124,1126,0,10126,11489,0,2,13
44,1,0,1,2,77703,2568,0,38478,28958,0,1,11
38,0,3,0,0,91626,2063,2,20803,12746,0,8,25
50,1,0,1,0,46433,4019,1,10144,28074,1,2,12
60,1,0,0,0,66428,4168,2,35639,29670,0,8,18
29,1,0,1,0,132345,1056,1,12593,8448,0,5,11
52,0,2,1,0,20852,1172,1,748,17685,0,3,29
59,0,2,0,2,45377,2535,2,6688,10348,0,0,20
46,0,0,0,0,115829,731,0,6085,666,1,1,6
33,0,1,0,0,124746,3577,2,43331,9871,0,1,15
39,0,1,0,2,106325,3367,2,17717,21547,0,5,29
30,0,0,0,1,146983,4998,0,13267,24970,0,5,23
46,1,3,2,0,135507,4321,2,32797,11020,0,9,17
23,1,3,1,0,26451,1546,0,27366,15780,0,8,21
47,1,1,0,0,87064,4126,2,12279,20610,1,6,17
46,0,2,0,1,106187,757,2,7373,19121,1,9,12
32,1,0,0,1,62021,2029,2,26565,18585,0,3,5
26,0,3,1,0,59249,2535,1,13493,18043,0,0,27
21,1,3,0,0,54075,718,2,42305,18596,1,6,10
26,0,1,2,1,85400,4202,2,8748,9046,0,5,7
33,0,2,0,1,112223,4818,0,28390,4193,0,7,21
47,0,0,0,0,43705,3781,2,47984,4179,0,3,25
29,0,2,1,0,113194,2087,0,10847,16109,1,3,17
43,0,3,0,0,68324,3105,0,11678,11838,0,7,26
43,0,2,0,1,67913,811,1,45904,9463,0,3,22
33,0,1,0,0,141810,2615,2,12795,15910,0,8,13
29,1,2,2,0,92913,3853,0,4677,15837,1,8,9
40,1,2,0,0,101724,3046,2,1457,7882,0,1,16
31,1,1,1,2,109585,1885,1,18948,21710,0,3,11
19,1,3,0,0,44992,1098,2,33529,21883,0,6,28
38,0,1,1,0,105332,1950,1,10862,22751,1,4,28
46,1,1,2,1,145903,4099,2,39780,23006,1,7,19
25,0,0,0,1,98645,1869,2,42995,13354,0,9,29
32,1,3,0,0,56093,3134,2,8880,22156,0,5,19
41,1,0,1,1,56426,1194,1,12344,19591,0,3,18
43,0,1,0,0,124498,2208,1,41825,14986,0,5,25
23,1,2,2,1,27782,666,0,11501,2809,0,1,14
38,0,2,1,0,140449,4931,2,40906,19332,0,3,8
32,0,3,0,2,53396,1400,2,32902,22556,0,0,28
35,1,0,1,0,55831,3919,2,34107,8255,0,5,11
63,1,0,2,0,49386,929,2,11577,28976,0,5,11
34,0,2,0,1,137366,4915,0,35271,12935,0,0,18
41,0,3,0,1,111775,872,2,32414,3326,0,2,18
36,1,1,2,0,95606,1398,0,14875,23828,0,0,21
43,1,1,2,0,21460,3459,2,12677,4707,0,1,23
28,0,3,2,0,101164,4612,0,45493,21610,1,9,23
68,0,2,1,0,21724,4702,1,26945,24819,0,8,16
41,0,1,0,0,59909,3913,0,44802,1549,1,0,27
29,1,1,0,0,58524,943,1,21495,12121,0,8,20
48,1,2,0,0,122044,3337,2,14512,26588,0,1,19
38,1,1,1,0,106545,3142,1,49460,16359,1,5,25
31,1,0,2,0,143846,2707,1,21108,992,0,1,9
27,0,3,0,1,97112,2035,0,46016,24807,0,3,16
22,0,1,0,2,32622,2518,0,32095,7391,0,1,9
29,0,1,0,1,62468,1001,2,25557,5673,0,8,24
32,0,0,0,0,88655,3255,0,25315,26968,0,1,28
46,1,1,0,0,111352,4307,1,13193,4713,0,2,21
27,1,3,2,0,88031,4709,2,6116,26073,0,8,18
47,1,0,1,1,64597,963,2,3579,5919,0,4,18
25,1,3,2,0,78586,4415,2,38073,3751,0,3,26
26,0,3,0,1,74185,3161,0,4263,16336,0,6,16
24,0,2,2,1,46944,1381,1,45185,9089,1,5,14
32,1,2,2,1,36866,3225,2,9806,8867,0,4,27
38,1,0,2,0,95367,4301,0,21350,450,0,2,18
37,0,1,0,1,54488,3082,1,15336,12142,1,0,19
36,0,1,2,1,66415,3552,2,21713,13763,0,3,16
42,1,2,0,0,131829,2235,1,11919,2220,0,8,8
26,0,3,1,0,61279,2735,0,22903,8380,0,7,14
31,1,1,0,0,110250,2170,0,8423,29566,0,7,10
27,0,0,2,0,39802,1774,2,12474,21860,1,6,16
44,1,0,0,0,136652,3466,0,27964,22596,1,0,28
49,0,1,0,2,50156,1966,1,5478,4882,0,9,7
47,1,2,0,1,89664,2560,0,14449,22352,0,8,10
34,0,2,1,0,120248,1961,2,10842,3524,0,0,19
30,0,3,2,2,130673,1581,1,43150,10828,0,9,23
28,1,1,0,0,54504,3409,1,44633,19766,0,3,24
32,0,0,1,0,75113,3063,2,28387,12892,0,6,24
30,0,1,0,0,40021,1332,1,18033,27273,0,8,9
29,1,0,0,1,127382,2435,0,32578,19183,0,7,8
32,1,2,1,2,147157,674,1,13240,2643,0,9,14
32,1,0,0,1,57491,2965,1,11278,12027,0,5,19
33,0,0,0,1,125598,1377,2,5542,12843,0,9,9
38,0,3,1,0,106458,2175,2,18282,11967,1,4,19
28,1,2,0,1,22141,1914,0,11214,26023,1,6,27
42,1,0,1,1,64049,4001,2,12093,1075,0,7,15
40,0,2,1,1,54083,4622,0,41662,12760,0,1,24
34,1,3,1,0,93506,1327,2,37254,4038,0,1,19
31,0,0,0,0,78188,1032,2,44210,15422,0,7,11
37,0,0,1,0,106852,1924,0,3641,25488,1,3,8
46,1,3,0,1,141962,2305,1,10215,11725,1,7,10
58,1,3,0,0,65869,2012,1,40570,11211,0,6,29
32,0,2,0,1,73442,631,1,43225,20907,0,1,8
41,0,2,1,2,102751,1073,1,30628,27026,1,2,21
48,1,2,0,2,120065,3610,0,29211,5375,1,5,24
38,1,1,1,1,112784,3037,2,16146,4226,0,1,22
42,0,0,0,0,88513,2557,2,12534,12975,1,0,18
33,0,0,0,1,70565,2911,2,4772,12434,0,4,16
46,0,1,1,2,90956,1572,1,33129,24617,0,1,12
64,1,1,0,1,57832,1409,2,38749,9422,0,7,13
65,0,1,0,1,44908,2681,1,28606,11947,0,8,15
44,0,3,0,0,144943,4731,0,10472,11523,0,2,19
33,1,3,0,0,105848,2582,1,37346,9311,0,9,5
34,0,2,0,0,116104,3539,1,34344,28942,0,7,7
38,0,3,2,0,87526,1368,2,15590,21654,0,1,7
36,0,3,1,0,143347,3487,1,42055,7512,0,4,8
32,0,1,1,1,114017,798,1,42421,9383,1,9,17
41,0,0,0,0,74819,4326,2,33924,29563,0,4,17
41,1,2,2,1,113732,4193,1,38651,204,0,5,13
43,0,2,2,2,66371,1638,1,23290,19554,0,2,10
48,1,2,0,0,132786,4407,2,8738,13340,1,5,24
41,1,0,0,0,40995,1359,2,13506,18407,0,1,27
67,1,3,1,0,25949,4745,1,11616,11060,0,5,21
37,0,2,0,1,101555,4483,1,37783,9357,0,3,28
66,1,3,1,1,53692,3946,1,41420,413,0,7,20
28,1,0,1,2,75973,3220,2,22594,1452,0,1,10
35,1,3,2,0,22531,649,2,45909,19799,1,5,23
47,1,1,1,0,69462,2324,1,26103,22622,0,1,15
47,0,0,0,1,102728,1300,0,48981,28983,0,1,9
34,1,0,0,0,109474,1343,1,9924,10873,0,6,26
34,1,1,1,0,122652,3693,2,13469,20406,0,7,26
29,0,2,0,0,65379,948,2,34313,989,1,1,17
