Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
32,married,0,high school,53880,2293,730,15640,rent,1
27,single,0,graduate,70273,48174,731,12514,rent,0
38,divorced,2,high school,115174,44984,716,10032,own,0
30,married,2,graduate,51928,37702,845,6771,own,1
29,married,2,postgraduate,61253,25654,844,17501,own,1
35,married,3,high school,139731,16847,721,13494,own,1
45,married,0,graduate,62914,20790,568,15527,own,0
34,single,1,graduate,116381,46577,734,26700,rent,0
69,single,1,high school,34415,6961,378,15952,rent,0
35,married,1,postgraduate,92085,12590,760,11891,other,1
30,single,1,graduate,136426,47072,807,21116,own,1
57,single,3,postgraduate,52649,6989,348,532,own,0
48,married,1,graduate,50576,11096,704,492,own,1
38,married,2,high school,128458,3165,804,4584,own,1
37,single,0,postgraduate,75988,16683,747,5261,own,1
52,single,3,graduate,29242,18606,476,17610,own,0
30,divorced,2,postgraduate,74022,27538,771,15535,rent,1
66,single,1,high school,68854,46210,319,18198,rent,0
25,married,2,graduate,70297,21248,738,5399,own,1
35,single,3,graduate,142510,34074,786,15591,own,1
25,single,2,high school,141589,23025,768,8266,rent,1
49,divorced,0,graduate,102116,13257,724,10359,own,1
38,married,0,high school,119620,24998,796,2348,own,1
33,married,1,graduate,111346,9613,708,16721,own,1
34,married,3,graduate,63368,34638,813,5341,rent,0
29,married,1,high school,48254,20906,465,10031,own,1
45,married,1,high school,110079,5643,772,24946,own,1
47,divorced,1,graduate,61410,30611,754,7766,own,1
53,single,0,graduate,21703,43302,332,14526,own,0
42,married,2,graduate,109483,9111,745,26975,rent,1
35,married,2,high school,110155,13874,728,333,other,1
39,divorced,3,graduate,29575,10226,376,19074,rent,0
33,married,3,graduate,66692,7637,382,22215,own,0
42,married,0,graduate,69627,43267,778,9079,other,1
24,single,2,postgraduate,28337,30712,485,11861,own,0
44,single,3,postgraduate,147344,36732,740,29043,own,1
28,divorced,3,high school,107615,33950,811,23573,own,1
26,divorced,3,graduate,107519,29547,756,29361,rent,1
26,single,1,high school,69826,10083,592,4965,rent,0
36,married,3,graduate,69967,1807,818,2258,own,1
43,single,1,graduate,132891,34223,833,22968,own,1
46,single,0,high school,65694,31302,721,18685,own,1
33,married,0,high school,61314,21336,761,24323,other,1
48,married,1,graduate,108316,8494,804,28524,own,1
49,single,3,postgraduate,126000,47754,772,28320,own,1
47,married,0,graduate,136664,8541,800,28168,own,1
49,single,3,high school,94697,49235,793,7392,own,1
34,married,0,graduate,130136,37968,724,13451,other,1
33,married,1,high school,89772,2893,747,4626,own,1
29,married,0,high school,84451,35727,803,4194,rent,0
47,single,0,graduate,69163,23731,837,3564,own,1
50,married,3,high school,67805,26452,370,14913,rent,0
40,divorced,2,graduate,86038,40106,750,28870,own,1
47,single,3,graduate,73882,42283,794,25153,own,1
33,married,3,postgraduate,97766,41495,745,2981,own,1
29,single,3,high school,149285,47174,733,6274,own,1
28,married,0,high school,113246,697,802,3293,rent,1
29,single,2,postgraduate,79262,48399,748,5328,own,1
28,single,2,high school,79966,9140,826,29532,other,1
49,single,2,graduate,79962,47602,772,22923,rent,1
38,single,0,graduate,63241,3749,726,19504,own,1
32,married,0,graduate,126238,1564,784,11721,own,1
37,married,1,graduate,83785,39300,726,7429,own,1
45,married,3,graduate,136337,7131,740,11761,own,1
35,married,1,graduate,72100,18384,847,3431,own,1
45,married,2,graduate,116884,10281,742,14751,rent,1
45,single,1,graduate,127475,49041,800,22048,rent,1
47,married,3,high school,56622,42611,799,15232,rent,0
45,married,1,graduate,68398,1588,387,10105,own,1
38,divorced,1,graduate,122797,21411,701,5011,own,1
34,single,2,high school,99628,23879,732,24544,own,0
24,married,1,high school,61730,14891,507,28661,other,0
68,single,3,graduate,43651,32471,505,18340,rent,0
41,single,0,graduate,124494,29124,758,2511,own,1
48,married,2,postgraduate,78972,33475,713,17980,own,1
43,single,3,graduate,31641,44344,329,3763,rent,0
53,divorced,2,high school,67386,4624,505,19085,rent,0
44,married,2,graduate,88436,21987,704,25478,own,1
49,single,1,postgraduate,93904,48035,805,14360,rent,1
38,single,0,graduate,68046,29753,802,3737,other,1
47,married,2,graduate,148385,25062,741,2915,own,0
36,single,2,postgraduate,70505,6160,761,17587,own,0
35,single,3,high school,103019,11148,817,20064,own,1
47,single,1,postgraduate,84993,39670,801,14766,rent,1
41,single,0,high school,23227,21170,387,28491,own,0
25,single,3,high school,84929,14596,804,1174,rent,1
33,married,2,graduate,138399,5877,761,22847,own,1
44,married,2,high school,29573,12374,362,24978,own,0
18,divorced,0,graduate,24114,37127,314,5246,own,0
34,single,1,graduate,144556,42127,736,25441,rent,1
35,single,0,graduate,79101,9213,836,6716,rent,1
29,single,1,high school,137976,44667,832,28841,rent,1
33,single,3,graduate,97208,38421,771,8059,own,1
27,married,2,graduate,122676,39244,750,23586,own,1
26,married,2,graduate,99950,20,831,6591,rent,0
42,single,2,high school,129441,17288,707,13043,other,1
38,married,2,high school,110791,19686,752,4874,rent,1
47,married,0,postgraduate,148313,16649,704,17898,rent,1
29,married,2,high school,142358,22914,727,746,own,1
48,single,2,graduate,125165,27814,748,7905,own,0
38,married,3,high school,145565,30772,758,12622,rent,1
29,single,3,high school,129460,41615,723,11945,own,1
19,married,1,postgraduate,44856,13027,301,10427,own,0
31,married,2,high school,55183,45301,774,13205,rent,0
47,married,1,graduate,81637,25209,737,13242,own,1
48,married,2,postgraduate,42215,6822,575,17540,own,0
42,married,0,high school,86545,7046,789,18401,rent,1
40,single,2,high school,116694,11681,833,17352,own,1
46,married,1,graduate,88706,41397,775,5194,other,1
29,single,2,graduate,110506,11830,843,5050,own,1
69,single,0,postgraduate,28115,6974,545,29253,rent,0
36,single,3,high school,66037,48147,835,10283,own,1
37,married,1,graduate,142193,24120,830,19763,own,1
32,married,0,postgraduate,132087,25912,795,8195,rent,1
38,married,0,graduate,86820,30228,792,28040,rent,1
48,married,0,high school,74291,48308,730,14952,own,1
29,married,1,postgraduate,87146,28151,793,25064,own,1
28,single,3,postgraduate,102084,2928,700,18111,own,1
26,married,0,postgraduate,38309,1527,456,6851,rent,0
39,single,1,high school,110548,18189,766,22581,own,1
38,married,1,high school,58683,21256,727,178,own,1
29,single,2,high school,84093,46708,734,21226,own,1
39,single,1,high school,124906,19605,784,6473,own,0
28,divorced,0,postgraduate,145798,42306,774,9396,other,1
42,married,1,graduate,50191,35732,764,18238,rent,1
46,married,2,postgraduate,73358,12666,772,28572,other,1
29,married,0,high school,52072,37135,805,17386,rent,1
46,married,3,high school,146479,37360,783,22671,own,1
34,single,2,high school,30965,43451,419,937,own,0
46,married,1,graduate,129967,46736,754,18891,other,0
45,married,0,graduate,87490,38329,793,20798,other,1
38,single,0,graduate,96248,37996,750,15844,rent,1
40,married,0,graduate,67715,3143,454,7326,rent,0
41,single,1,graduate,51570,1146,735,17228,rent,1
43,married,1,graduate,52286,30456,811,20198,own,1
30,single,1,graduate,62446,41076,301,11850,own,0
62,single,2,high school,26660,2694,359,845,rent,1
62,single,2,graduate,22216,30895,549,11859,own,0
26,married,2,high school,100960,12124,772,7278,other,1
39,married,3,graduate,56274,6435,763,18776,own,1
46,married,2,graduate,68945,36073,793,13598,other,1
50,divorced,2,postgraduate,66973,9515,382,21116,own,0
39,single,2,graduate,118473,48163,774,21037,own,1
40,married,0,graduate,109081,31844,800,4780,own,1
35,single,0,graduate,143435,9094,825,2320,other,0
47,married,2,graduate,43258,36753,401,4288,other,0
27,single,0,graduate,102097,3555,789,17215,own,1
44,single,0,high school,66900,29212,772,6894,own,1
46,single,3,graduate,116832,33289,709,13446,own,1
45,single,3,high school,93748,45900,762,14366,rent,0
38,single,0,high school,140941,28278,771,10182,own,1
45,married,2,graduate,106278,26791,796,17767,other,1
29,married,0,graduate,74820,43863,802,26971,rent,1
41,divorced,1,graduate,70644,8811,748,6532,own,1
48,married,1,high school,91187,36516,775,4623,own,1
26,divorced,3,graduate,58614,10911,781,29078,other,1
46,married,3,graduate,76658,33660,829,22937,own,1
31,single,3,graduate,127311,5106,797,3393,own,1
34,married,0,graduate,112248,29960,832,22890,rent,1
34,divorced,1,graduate,54828,30696,844,10926,own,1
44,single,1,high school,132512,40624,760,215,own,1
32,married,3,high school,148709,25841,841,29446,own,1
18,single,1,high school,45548,46288,385,6005,rent,0
40,married,3,graduate,119866,34454,840,9109,own,1
58,single,2,postgraduate,60913,33448,512,9187,own,0
40,married,0,high school,66386,11762,802,14327,rent,1
44,divorced,2,high school,76215,28619,761,15062,own,1
43,married,0,graduate,37405,35601,508,28487,own,0
39,divorced,2,postgraduate,64191,43913,810,17303,rent,1
33,married,1,high school,135297,37687,701,5581,rent,1
36,married,3,graduate,111961,25136,810,7196,rent,1
26,married,3,graduate,91500,39047,795,29542,own,0
27,married,0,high school,44574,4448,475,22816,rent,0
44,married,3,graduate,42507,42819,460,10843,rent,0
38,single,3,graduate,53321,45686,314,15545,rent,0
47,single,1,high school,52016,11072,843,23949,rent,0
33,single,3,graduate,63136,36354,574,19530,own,0
54,divorced,2,postgraduate,54628,33059,474,23151,own,0
37,single,3,high school,137244,45864,842,22713,own,1
46,single,2,graduate,99870,42686,728,2938,own,1
56,single,2,high school,58884,39516,356,25323,rent,0
33,married,3,high school,142540,36380,834,9828,own,1
39,married,0,high school,55416,12478,587,14150,own,0
41,single,3,postgraduate,80577,44325,805,16195,own,0
34,married,3,high school,46375,42175,327,22086,other,0
41,married,0,graduate,58500,42156,743,18050,own,1
29,single,2,high school,134556,30726,810,20875,rent,1
30,divorced,0,graduate,73707,11681,807,15712,own,1
55,single,2,graduate,64160,17736,344,28338,other,0
33,single,2,graduate,118219,43254,818,22774,own,1
34,married,0,high school,71621,36338,783,2275,own,1
41,single,3,postgraduate,64456,11842,789,11104,rent,1
20,married,2,postgraduate,63734,24016,429,24250,other,0
44,single,1,high school,55371,39550,704,2313,own,1
26,married,3,graduate,60357,40794,592,5117,own,1
25,married,0,graduate,116670,4737,838,24686,other,1
48,married,2,graduate,87617,31774,809,29730,rent,1
43,single,3,postgraduate,115938,22385,797,9136,own,1
38,single,0,graduate,79651,17659,754,24609,own,1
57,married,0,high school,50484,11700,329,6691,own,0
42,single,0,postgraduate,131471,1078,759,26480,rent,1
30,single,3,graduate,115272,3293,785,21319,own,1
19,married,1,postgraduate,30659,5880,350,25504,own,0
31,married,3,graduate,109224,11399,752,11244,own,1
30,married,2,high school,138896,40724,718,3417,own,1
60,married,3,postgraduate,37893,8311,446,28110,rent,0
47,married,1,graduate,106837,44253,755,312,own,1
49,single,0,high school,67485,6975,784,26216,own,1
45,single,2,graduate,31881,17921,462,24120,rent,1
34,divorced,0,graduate,139546,36543,765,9920,rent,1
49,married,1,high school,125929,898,771,10894,rent,0
46,single,2,graduate,131323,30828,846,23072,own,1
28,married,1,graduate,53121,1241,430,23822,own,0
32,single,3,high school,111655,12575,736,11843,own,1
37,married,0,high school,138696,7118,729,1110,other,1
55,married,1,graduate,42377,43751,337,18999,own,0
27,married,0,graduate,35733,42742,549,12258,own,0
42,single,0,graduate,79859,39533,704,5416,own,1
39,married,0,graduate,121058,14260,800,5846,own,1
29,married,3,graduate,148151,41985,727,10404,own,1
28,single,0,high school,69081,44501,359,5911,own,0
45,single,0,graduate,149664,45737,773,20716,own,1
28,married,2,high school,50167,35970,767,6607,other,1
30,single,0,postgraduate,34502,42088,573,18710,own,0
64,married,1,graduate,30951,23997,394,20700,rent,0
26,divorced,3,graduate,82164,47719,756,25816,own,0
24,married,1,high school,33124,14466,539,467,own,0
30,divorced,1,graduate,122363,7490,739,6513,rent,1
36,married,0,high school,35615,28895,314,26816,own,0
39,single,2,high school,136120,26247,825,23955,own,1
47,married,2,postgraduate,52117,17448,752,15378,other,1
41,divorced,2,graduate,33298,35427,558,9923,rent,0
38,married,1,graduate,146398,11361,723,25606,other,0
40,married,2,graduate,118918,1331,824,10673,own,1
69,married,3,postgraduate,64891,437,429,20044,own,0
45,single,3,postgraduate,59831,4289,585,993,own,0
48,married,0,high school,147546,3773,716,29463,own,1
46,single,2,graduate,148454,41753,754,25210,other,1
45,married,3,high school,93386,23035,738,9297,own,1
48,married,3,graduate,109200,33162,847,24655,other,1
46,divorced,0,graduate,78752,23399,793,2608,own,1
34,single,3,high school,76841,30714,736,28964,rent,1
23,married,3,postgraduate,54945,4535,580,11331,other,0
39,married,3,high school,137915,9810,741,7405,rent,1
28,married,2,high school,124831,29670,814,17337,own,1
26,single,3,high school,98921,42611,760,27980,own,1
68,single,0,high school,40227,22653,392,22552,own,0
31,single,2,graduate,100757,17065,840,28522,rent,1
35,married,0,postgraduate,60811,48659,838,5870,other,1
46,single,1,graduate,55985,39563,778,24593,own,1
39,married,0,high school,91899,39165,836,2098,rent,1
46,single,0,graduate,89278,9142,807,21291,own,1
33,single,0,high school,49264,636,491,18490,own,0
49,single,1,postgraduate,53416,1056,302,1643,rent,1
49,married,3,high school,124864,117,798,2969,own,0
29,married,1,high school,76416,1744,846,15900,own,0
58,divorced,2,high school,27281,26170,427,14621,own,0
50,married,3,graduate,65134,34692,375,13403,own,0
37,married,2,graduate,106708,25082,785,19364,own,1
27,single,2,graduate,122337,29882,841,13770,rent,0
29,single,3,graduate,105755,49538,803,20003,own,1
47,married,3,postgraduate,89347,24119,719,8790,own,1
63,married,0,graduate,21655,12565,550,16296,rent,0
54,single,2,high school,41678,10459,505,16216,own,0
49,divorced,2,postgraduate,42124,10126,320,11489,own,0
44,single,0,graduate,77703,38478,811,28958,other,1
38,married,3,graduate,91626,20803,772,12746,own,1
50,single,0,graduate,46433,10144,389,28074,own,1
60,single,0,high school,66428,35639,435,29670,own,0
29,single,0,graduate,132345,12593,802,8448,own,1
52,married,2,graduate,20852,748,590,17685,own,1
59,married,2,high school,45377,6688,443,10348,other,0
46,married,0,high school,115829,6085,734,666,own,1
33,married,1,postgraduate,124746,43331,716,9871,own,1
39,married,1,high school,106325,17717,772,21547,other,1
30,married,0,high school,146983,13267,706,24970,rent,1
46,single,3,graduate,135507,32797,848,11020,own,1
23,single,3,high school,26451,27366,449,15780,own,0
47,divorced,1,high school,87064,12279,739,20610,own,1
46,married,2,graduate,106187,7373,800,19121,rent,1
32,single,0,high school,62021,26565,711,18585,rent,1
26,married,3,postgraduate,59249,13493,755,18043,own,1
21,single,3,graduate,54075,42305,577,18596,own,0
26,married,1,graduate,85400,8748,772,9046,rent,1
33,married,2,high school,112223,28390,832,4193,rent,0
47,married,0,graduate,43705,47984,425,4179,own,0
29,married,2,graduate,113194,10847,726,16109,own,0
43,married,3,high school,68324,11678,814,11838,own,1
43,married,2,postgraduate,67913,45904,824,9463,rent,0
33,married,1,graduate,141810,12795,765,15910,own,1
29,single,2,high school,92913,4677,846,15837,own,1
40,divorced,2,graduate,101724,1457,721,7882,own,1
31,single,1,graduate,109585,18948,806,21710,other,1
19,single,3,high school,44992,33529,599,21883,own,0
38,married,1,graduate,105332,10862,740,22751,own,1
46,single,1,high school,145903,39780,782,23006,rent,0
25,married,0,graduate,98645,42995,736,13354,rent,1
32,single,3,high school,56093,8880,755,22156,own,1
41,single,0,graduate,56426,12344,707,19591,rent,1
43,married,1,graduate,124498,41825,807,14986,own,1
23,divorced,2,postgraduate,27782,11501,307,2809,rent,1
38,married,2,graduate,140449,40906,820,19332,own,1
32,married,3,postgraduate,53396,32902,736,22556,other,1
35,single,0,high school,55831,34107,776,8255,own,1
63,single,0,high school,49386,11577,457,28976,own,0
34,married,2,high school,137366,35271,822,12935,rent,1
41,married,3,postgraduate,111775,32414,768,3326,rent,1
36,single,1,postgraduate,95606,14875,761,23828,own,1
43,single,1,high school,21460,12677,518,4707,own,1
28,married,3,graduate,101164,45493,744,21610,own,1
68,married,2,high school,21724,26945,573,24819,own,0
41,married,1,graduate,59909,44802,705,1549,own,1
29,single,1,high school,58524,21495,822,12121,own,1
48,single,2,high school,122044,14512,767,26588,own,0
38,single,1,graduate,106545,49460,796,16359,own,1
31,single,0,graduate,143846,21108,819,992,own,1
27,married,3,graduate,97112,46016,779,24807,rent,1
22,married,1,high school,32622,32095,498,7391,other,0
29,married,1,postgraduate,62468,25557,800,5673,rent,1
32,married,0,high school,88655,25315,823,26968,own,1
46,divorced,1,graduate,111352,13193,747,4713,own,1
27,single,3,postgraduate,88031,6116,759,26073,own,0
